Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean UMI Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000162576,MXRA8,0.0061570090680206227,0.83617795797449634,0.63037811557246026,0.0026835603212399554,-0.64100358972230964,0.79856383001919307,0.0,1.4592707332060026,1.0,0.0,2.6323365178867117,1.0
ENSG00000175756,AURKAIP1,0.32401260220458528,-0.45421035952277244,0.39401947645192342,0.44815457364707256,0.46161147676057657,0.46465357561249093,0.45218672202744503,0.42288305297972917,1.0,0.29507067885143179,-0.10996252058253431,1.0
ENSG00000221978,CCNL2,0.098255603043829104,-0.50811794994132065,0.38615891669508301,0.14357047718633761,0.55439209923612109,0.41685665626003449,0.080747628933472329,-0.15216397887634425,1.0,0.14753533942571589,0.75495580455066813,1.0
ENSG00000242485,MRPL20,0.25192428769984382,-0.32606224409694495,0.55670050107433644,0.30458409646073498,0.25784177733018665,0.72878370012749993,0.41988767045405606,0.71638030508269179,1.0,0.36883834856428971,0.57519261078310358,1.0
ENSG00000272455,RP4-758J18.13,0.0087224295130292149,-0.093432714134105588,1.0,0.0080506809637198671,0.055320019946550225,1.0,0.016149525786694464,1.856606230751388,1.0,0.0,1.9949065972714202,1.0
ENSG00000235098,ANKRD65,0.00025654204450085928,-2.2227157310790719,0.60541790141766705,0.0,0.83292759861010168,1.0,0.016149525786694464,6.2141582353694718,0.47312450905459713,0.0,5.8022615193290239,1.0
ENSG00000225285,RP4-758J18.10,0.0,-3.2227157310790719,0.43535386347132249,0.0,1.4178900993312578,1.0,0.0,5.2141582353694718,1.0,0.036883834856428974,8.38722402005018,0.23766752557658158
ENSG00000215915,ATAD3C,0.0071831772460240603,-1.2716253315600188,0.17665046646595386,0.016101361927439734,1.1641335070854755,0.3149532643040715,0.032299051573388929,2.4415687314725449,1.0,0.0,1.960959265348083,1.0
ENSG00000160072,ATAD3B,0.018984111293063589,-1.123180057528157,0.1053991725486101,0.042936965139839287,1.195497677994811,0.11923785021066319,0.032299051573388929,1.0576537496894813,1.0,0.0,0.61903969527325398,1.0
ENSG00000197785,ATAD3A,0.050282240722168421,-0.5075545072312142,0.43535386347132249,0.069772568352238842,0.47338521192296223,0.53786093834151971,0.096897154720166787,1.0557288727649889,1.0,0.036883834856428974,0.39287058319132306,1.0
ENSG00000205090,TMEM240,0.00025654204450085928,-1.2227157310790719,1.0,0.0,1.4178900993312578,1.0,0.0,5.2141582353694718,1.0,0.0,6.38722402005018,1.0
ENSG00000160075,SSU72,0.44971820401000634,-0.16738188734152415,0.8049534297726566,0.51390180151745146,0.19549767799481077,0.81475356737290927,0.37143909309397266,-0.27234162646599613,1.0,0.55325752284643459,0.31040842299935001,1.0
ENSG00000215014,RP5-832C2.5,0.023601868094079055,0.068515566585372945,1.0,0.022810262730539623,0.033226249095933191,1.0,0.016149525786694464,0.43279852184481182,1.0,0.0,0.59280815370007467,1.0
ENSG00000228594,C1orf233,0.0033350465785111708,1.5846391909785318,0.43535386347132249,0.0,-1.389464822726346,0.61373628946139225,0.0,2.406803313311868,1.0,0.0,3.5798690979925762,1.0
ENSG00000272106,RP11-345P4.9,0.034633176007616007,-0.042143485437251549,1.0,0.033544504015499445,-0.010953199472615083,1.0,0.016149525786694464,-0.14339376924861202,1.0,0.11065150456928692,2.0473740171655557,1.0
ENSG00000197530,MIB2,0.11929205069289957,-0.57769810688695333,0.28954535093182648,0.19053278280803684,0.69511838674780702,0.25572263275638696,0.080747628933472329,-0.45117768181570472,1.0,0.036883834856428974,-0.87251924364060063,1.0
ENSG00000189409,MMP23B,0.0074397192905249192,-1.4857501369128654,0.09630080381518423,0.022810262730539623,1.6809245051650521,0.10134666930251859,0.0,0.65956938369183415,1.0,0.0,1.8326351683725433,1.0
ENSG00000248333,CDK11B,0.12519251771641934,-0.68990451240902262,0.18257275747044349,0.20931770505671654,0.7438440550276777,0.21065770184610336,0.12919620629355572,0.042008568812645475,1.0,0.14753533942571589,0.35821293339111238,1.0
ENSG00000272004,RP11-345P4.10,0.0020523363560068742,-0.63775323035791587,0.95018651672459753,0.0026835603212399554,0.83292759861010257,0.97020484196734691,0.0,2.7547266167321736,1.0,0.0,3.9277924014128835,1.0
ENSG00000189339,SLC35E2B,0.072344856549242317,-0.48744842438489178,0.43535386347132249,0.099291731885878351,0.45195193540489154,0.5464038410812373,0.096897154720166787,0.52565813053990462,1.0,0.14753533942571589,1.2053263769417928,1.0
ENSG00000269737,RP11-345P4.7,0.002565420445008593,-0.3482466131629316,1.0,0.0026835603212399554,0.5434209814151183,1.0,0.0,2.5137185172283791,1.0,0.0,3.6867843019090891,1.0
ENSG00000008128,CDK11A,0.20549017764518829,-0.69937861645333976,0.15534698453477067,0.35288818224305413,0.78809195054402892,0.1494649169291466,0.16149525786694466,-0.3898052272817405,1.0,0.18441917428214485,-0.097934423705485774,1.0
ENSG00000215790,SLC35E2,0.0084658874685283568,-0.45718098471609547,0.78513598139249852,0.0120760214455798,0.65235535296828129,0.7198393813951306,0.0,0.78789348066737386,1.0,0.0,1.960959265348083,1.0
ENSG00000008130,NADK,0.028989251028597098,-1.0902654350554233,0.061552864332302483,0.060380107227899001,1.034561459779753,0.13705567845008143,0.096897154720166787,1.7086302021427202,0.87915779016446982,0.0,0.020901805804364848,1.0
ENSG00000078369,GNB1,0.0951770985098188,-0.93148443341462617,0.048596313607589356,0.16503895975625726,0.72823021994340875,0.23427399213422181,0.43603719624075055,2.0673168470402006,0.24623860317912644,0.036883834856428974,-0.64068197651970404,1.0
ENSG00000231050,RP1-140A9.1,0.0023088784005077336,1.0992123638082898,0.68165118555123339,0.0,-0.90403799555610398,0.73766483387618564,0.0,2.8922301404821082,1.0,0.0,4.0652959251628182,1.0
ENSG00000169885,CALML6,0.0,-3.2227157310790719,0.43535386347132249,0.0013417801606199777,3.4178900993312578,0.47447889321651576,0.0,5.2141582353694718,1.0,0.0,6.38722402005018,1.0
ENSG00000178821,TMEM52,0.0020523363560068742,-1.8601456516943644,0.20047013703446195,0.006708900803099889,1.680924505165053,0.35225614677513112,0.016149525786694464,3.406803313311868,1.0,0.0,3.4803334244416622,1.0
ENSG00000142609,CFAP74,0.00051308408900171856,-0.63775323035791587,1.0,0.0,0.83292759861010168,1.0,0.0,4.6291957346483157,1.0,0.0,5.8022615193290239,1.0
