Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000226944,RP1-120G22.11,0.00025614699852350841,-2.2353590718641723,0.60370422261129575,0.0013048374512534722,2.3700116315451343,0.6074574939657037,0.0,4.6291957346483157,1.0
ENSG00000158286,RNF207,0.0094774389453698114,-0.68787127656167879,0.58099004006315158,0.015658049415041668,0.8225238362426408,0.51168327460230167,0.0,0.57030204559474651,1.0
ENSG00000116237,ICMT,0.016137260906981032,-1.4448124374931215,0.019828850607390584,0.045669310793871529,1.5175688199589921,0.021436072682816755,0.016149525786694464,0.5848016152898623,1.0
ENSG00000097021,ACOT7,0.010245879940940337,-2.0070900841910539,0.00032609878771228763,0.039145123537604166,1.8323548456023353,0.0042708742865183169,0.064598103146777858,2.3863392107521522,0.64683507817687225
ENSG00000271746,RP1-202O8.3,0.004610645973423152,-0.57239405914174224,0.88799808692166493,0.0065241872562673614,0.70704661882270514,0.75803553343565555,0.0,1.6291957346483157,1.0
ENSG00000069812,HES2,0.0012807349926175422,-1.9723246660303779,0.26836272508662512,0.0052193498050138887,2.1069772257113399,0.26784646556659669,0.0,2.8922301404821082,1.0
ENSG00000187017,ESPN,0.0053790869689936769,-1.0978555481142367,0.4346394056928326,0.011743537061281251,1.2325081077951987,0.35917976785148975,0.0,1.259961924982596,1.0
ENSG00000215788,TNFRSF25,0.24999947055894423,-0.31995260758234001,0.57960300531122466,0.33403838752088888,0.44047113113531733,0.45010688276184291,0.032299051573388929,-2.4688363483122107,1.0
ENSG00000171680,PLEKHG5,0.0028176169837585926,0.34960342885698381,0.9677223113202138,0.0013048374512534722,-0.2149508691760218,0.98939750866371368,0.0,2.5137185172283791,1.0
ENSG00000162408,NOL9,0.03765360878295574,-0.72634542437631344,0.2625783829958685,0.061327360208913197,0.7070466188227047,0.33177006208802623,0.064598103146777858,0.92875601650722395,1.0
ENSG00000204859,ZBTB48,0.039702784771143806,-0.37622160770402058,0.62936557887176536,0.050888660598885416,0.37905677114814118,0.63724928991884233,0.048448577360083393,0.60682792161986177,1.0
ENSG00000162413,KLHL21,0.024077817861209792,0.24703369521643737,0.96594970749299958,0.020877399220055555,-0.11238113553547358,1.0,0.0,-0.58025763098063443,1.0
ENSG00000116273,PHF13,0.0074282629571817442,0.3496034288569847,0.93593263878585731,0.003914512353760417,-0.58418467884174152,0.82604084274197076,0.016149525786694464,2.1697641160110184,1.0
ENSG00000041988,THAP3,0.026895434844968386,-0.59490145855131171,0.4346394056928326,0.040449960988857642,0.61512412938166516,0.45010688276184291,0.032299051573388929,0.70108865313010149,1.0
ENSG00000007923,DNAJC11,0.023821670862686283,-0.26573272090768985,0.8696453898852331,0.028706423927576389,0.3237179792711995,0.82231483039597164,0.016149525786694464,0.35617724024189901,1.0
ENSG00000228750,RP11-242F24.1,0.00051229399704701682,-0.65039657114301619,1.0,0.0,0.7850491308239782,1.0,0.0,4.6291957346483157,1.0
ENSG00000237436,RP11-312B8.1,0.0015368819911410507,-1.4280041498065676,0.48363334085198711,0.003914512353760417,1.5626567094875297,0.47253549221194935,0.0,2.8922301404821082,1.0
ENSG00000171735,CAMTA1,0.16982546002108609,-0.3279251906002445,0.57526221058640603,0.19964013004178124,0.21263188342193562,0.78198695187628453,0.37143909309397266,1.1249284679449443,0.9546778167083082
ENSG00000049245,VAMP3,0.046362606732755024,-0.70484435516539179,0.23916701403090512,0.075680572172701396,0.71349586979894397,0.28730601180252208,0.064598103146777858,0.62919573464831569,1.0
ENSG00000049246,PER3,0.010758173937987354,-0.71598491277059217,0.51823916606009379,0.01696288686629514,0.7179349349654407,0.53358742231579814,0.016149525786694464,1.4068033133118671,1.0
ENSG00000236266,RP3-467L1.4,0.0010245879940940336,-1.9134309769768096,0.40910894536550485,0.003914512353760417,2.0480835366577717,0.40942217048512153,0.0,3.2141582353694718,1.0
ENSG00000049247,UTS2,0.034323697802150131,-1.3082905943180227,0.0091021197783786052,0.090033784136489589,1.4118318072397611,0.0073429088880019389,0.016149525786694464,-0.4582671066020243,1.0
ENSG00000049249,TNFRSF9,0.0012807349926175422,-3.7378594123933544,3.8782331350297395e-05,0.020877399220055555,3.8725119720743173,3.2143472061723038e-05,0.0,1.7547266167321744,1.0
ENSG00000116288,PARK7,0.55583898679601329,-0.7191711366644935,0.11863054024033769,0.91077654097492367,0.69568547867643016,0.17781879791868402,0.96897154720166789,0.65856332016369357,1.0
ENSG00000116285,ERRFI1,0.0076844099557052525,-0.28116276147729646,0.95600377323400609,0.0091338621587743057,0.41581532115825848,0.96600728923793688,0.0,0.96623072192588566,1.0
ENSG00000238290,RP11-431K24.1,0.00025614699852350841,-1.2353590718641723,1.0,0.0,1.3700116315451343,1.0,0.0,5.2141582353694718,1.0
ENSG00000162426,SLC45A1,0.001793028989664559,-1.2353590718641714,0.70169627728952066,0.003914512353760417,1.3700116315451334,0.52516124444534884,0.0,2.7547266167321736,1.0
ENSG00000142599,RERE,0.099385035427121265,-0.21669522759913562,0.76730077423880827,0.11743537061281251,0.25575445228745375,0.74199226482961245,0.080747628933472329,-0.10476110964555252,1.0
ENSG00000232912,RP5-1115A15.1,0.001793028989664559,-1.2353590718641714,0.56128223198714677,0.003914512353760417,1.3700116315451334,0.55234237781403095,0.0,2.7547266167321736,1.0
ENSG00000074800,ENO1,0.75409676365320877,-0.75022614243865082,0.11300357132843436,1.2252423667270105,0.66862774122316382,0.22172955981832054,1.8087468881097801,1.1110097123654672,0.89446137218972843
ENSG00000230679,ENO1-AS1,0.0076844099557052525,-0.60309085636465909,0.67268069140488307,0.011743537061281251,0.7377434160456211,0.59825209080213415,0.0,0.89223014048210914,1.0
ENSG00000131686,CA6,0.0081967039527522691,2.8090350474942811,0.085358747586065764,0.0,-2.6743824878133191,0.14191551559785462,0.0,1.1697641160110184,1.0
ENSG00000197241,SLC2A7,0.00051229399704701682,-1.6503965711430162,0.70169627728952066,0.0013048374512534722,1.7850491308239782,0.7037534528694861,0.0,4.2141582353694718,1.0
ENSG00000142583,SLC2A5,0.0,-4.2353590718641714,0.062378739070077738,0.003914512353760417,4.3700116315451334,0.071218158521030833,0.0,4.2141582353694718,1.0
ENSG00000180758,GPR157,0.0058913809660406935,0.3496034288569847,0.91151448630460175,0.003914512353760417,-0.21495086917602269,1.0,0.0,1.4592707332060026,1.0
ENSG00000049239,H6PD,0.019467171887786641,-0.87546312677778904,0.27410866140648377,0.035230611183843748,0.8735858054256358,0.31869062484686811,0.032299051573388929,1.0986810179495361,1.0
ENSG00000171621,SPSB1,0.0089651449483227948,-0.76587378856295185,0.47530945082470066,0.013048374512534723,0.58151573673884549,0.72026817420717937,0.032299051573388929,2.2755587800336157,1.0
ENSG00000171612,SLC25A33,0.067366660611682713,-0.66669838347211563,0.24449328929321842,0.093948296490250008,0.43055317348018507,0.52065102828551457,0.25839241258711143,1.9093036538410506,0.41351600472054023
ENSG00000188807,TMEM201,0.004610645973423152,-0.30935965330794879,1.0,0.003914512353760417,0.048083536657771653,1.0,0.016149525786694464,2.7547266167321744,1.0
ENSG00000171608,PIK3CD,0.079917863539334624,-0.095087344436235455,0.97927334054310422,0.090033784136489589,0.2046738995984736,0.83064259754635261,0.016149525786694464,-1.3632705926662774,1.0
ENSG00000179840,PIK3CD-AS1,0.0030737639822821013,-0.11988185444423571,1.0,0.0026096749025069444,0.2545344141251995,1.0,0.0,2.3072676397609522,1.0
ENSG00000231789,PIK3CD-AS2,0.0056352339675171852,0.28820288419284168,1.0,0.003914512353760417,-0.15355032451187878,1.0,0.0,1.5137185172283791,1.0
ENSG00000171603,CLSTN1,0.051229399704701688,-0.51504471824812859,0.4346394056928326,0.074375734721447914,0.55556728470121097,0.44617842791280587,0.048448577360083393,0.20293097994621823,1.0
ENSG00000178585,CTNNBIP1,0.034579844800673637,-1.1478962306138323,0.02700546161017332,0.06393703511142014,0.7850491308239782,0.25389307661133903,0.22609336101372252,2.5896673704616777,0.098609052853034881
ENSG00000162441,LZIC,0.048667929719466603,-0.30178643360314705,0.70309692423904135,0.060022522757659721,0.32468764103564407,0.71635597744443658,0.048448577360083393,0.32541498647121303,1.0
ENSG00000173614,NMNAT1,0.009221291946846304,-0.93279630184373996,0.40266541177914472,0.01696288686629514,0.9294390401591528,0.42311592145296145,0.016149525786694464,1.5703020455947465,1.0
ENSG00000162444,RBP7,0.00025614699852350841,-1.2353590718641723,1.0,0.0,1.3700116315451343,1.0,0.0,5.2141582353694718,1.0
ENSG00000130939,UBE4B,0.051997840700272212,-0.11752258157031381,0.97814088128461618,0.060022522757659721,0.25217514125127583,0.79085129624554795,0.0,-1.7516260492926152,1.0
ENSG00000054523,KIF1B,0.009989732942416828,-1.3057483997555694,0.11434129241771895,0.024791911573815974,1.3343877218144131,0.12698576863317143,0.016149525786694464,1.3315151860076302,1.0
ENSG00000142657,PGD,0.048667929719466603,-0.70232436318687608,0.24543873357347223,0.078290247075208333,0.68603912499281261,0.31230044291994602,0.080747628933472329,0.82757718213985632,1.0
