Gene,Normalized.Dispersion
ENSG00000238009,-0.82221932673977505
ENSG00000279457,0.96628123662392074
ENSG00000228463,-1.6008732866231328
ENSG00000237094,4.0246372660674625
ENSG00000230021,0.7597904448193622
ENSG00000237491,-2.2438807945862971
ENSG00000225880,-0.23510184444661245
ENSG00000230368,-0.19684079323427314
ENSG00000230699,-0.65266106442577099
ENSG00000187634,-0.22557739162377125
ENSG00000188976,1.7022865245418077
ENSG00000187961,-0.80963587514149571
ENSG00000187583,-0.3669078129392821
ENSG00000272512,-0.86400328754281419
ENSG00000188290,2.3719042019948513
ENSG00000187608,6.280212149481776
ENSG00000224969,-0.72068817439001298
ENSG00000188157,0.14376734160853888
ENSG00000273443,0.3080130213955159
ENSG00000131591,-0.32015249249459271
ENSG00000162571,-0.45218386029567498
ENSG00000186891,7.427947213455286
ENSG00000186827,7.4371688506844773
ENSG00000078808,0.026781046249220914
ENSG00000176022,0.8358028857195271
ENSG00000184163,-0.77605724195711256
ENSG00000260179,-1.4264477820259236
ENSG00000160087,-1.5450299898196966
ENSG00000162572,-0.89749082027966987
ENSG00000131584,-0.48026379895102111
ENSG00000169972,-1.3658840371839451
ENSG00000127054,-1.1346915500177113
ENSG00000224051,-0.5540736789403643
ENSG00000169962,2.0087660258606435
ENSG00000107404,0.42775067291844571
ENSG00000162576,-1.1559156215169306
ENSG00000175756,-0.4554261282254774
ENSG00000221978,2.4654885584021424
ENSG00000242485,-1.0548598478392863
ENSG00000272455,-1.6967262559398759
ENSG00000235098,-2.7081543871564322
ENSG00000225285,-1.373115577889447
ENSG00000215915,-0.72600804753354087
ENSG00000160072,1.8836746226823506
ENSG00000197785,-0.47465001072107171
ENSG00000205090,0.55276381909547712
ENSG00000160075,-0.85170568245437517
ENSG00000215014,0.41933778207431377
ENSG00000228594,-1.9750335316167422
ENSG00000272106,-0.060628265665683745
ENSG00000197530,0.22959300452327575
ENSG00000189409,2.9517164241304248
ENSG00000248333,0.48611672382295085
ENSG00000272004,-1.399848525666918
ENSG00000189339,3.7654334434839805
ENSG00000269737,-0.75450506779826354
ENSG00000008128,1.0065527143570179
ENSG00000215790,0.60309701818057926
ENSG00000008130,0.60654764437277253
ENSG00000078369,0.89782334188191026
ENSG00000231050,-0.8204846049883967
ENSG00000169885,0.1419597989949746
ENSG00000178821,0.98759615556510394
ENSG00000142609,-0.35060999283850103
ENSG00000067606,-0.72440489346054959
ENSG00000271806,0.43691305562904742
ENSG00000182873,-0.30711326531748351
ENSG00000162585,-0.37349639768616422
ENSG00000157933,1.1598186496547185
ENSG00000116151,-0.92683277946632836
ENSG00000157916,-0.74845965721765728
ENSG00000157911,0.42291304937859903
ENSG00000149527,1.851881071187361
ENSG00000224387,1.6134453781512603
ENSG00000157881,-0.51333004077228506
ENSG00000272449,-0.40710252741239472
ENSG00000238164,0.064175963260409155
ENSG00000157873,2.0904842583068786
ENSG00000228037,-0.92867750474582411
ENSG00000157870,-0.71023058607970302
