Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000178295,GEN1,0.0075872131321612496,-1.5306881236743433,0.002111964115689089,0.013959831627528202,-0.046209106591398097,1.0,0.042455024343159627,2.1032333963402579,0.00013962818954695909
ENSG00000260331,RP11-111J6.2,0.00037936065660806249,-1.5444939231993722,0.42819768987710782,0.0012690756025025638,0.65904762784746929,0.87678280874184644,0.0029279327133213537,2.2075700561549931,0.5647211598779911
ENSG00000240857,RDH14,0.11039395107294618,0.66347798239090316,0.049799719627690961,0.052666637503856396,-1.049297288378968,0.0028635708201738817,0.10833351039289009,0.30067946054647487,0.85998382380420435
ENSG00000224626,AC106053.1,0.00075872131321612498,1.3623966724091456,0.74816380803791149,0.0,-0.51087737359484287,1.0,0.0,1.0376450547126801,1.0
ENSG00000236204,LINC01376,0.00075872131321612498,1.3623966724091456,0.72676746127569414,0.0,-0.51087737359484287,1.0,0.0,1.0376450547126801,1.0
ENSG00000228784,LINC00954,0.045902639449575559,1.2163184129212006,0.0020902828895912298,0.013959831627528202,-1.5722779182589859,0.00058624342707011535,0.032207259846534893,-0.023755489951462927,1.0
ENSG00000183891,TTC32,0.059559623087465811,0.025932484363901942,1.0,0.059012015516369219,0.0066221593475752627,1.0,0.057094687909766399,-0.027007903629572283,1.0
ENSG00000271991,RP11-79O8.1,0.0030348852528644999,1.9473591731303017,0.15387802572177731,0.0,-2.2478429677610485,0.1955289412843535,0.0014639663566606768,0.45268255399152402,1.0
ENSG00000118965,WDR35,0.011001459041633813,0.36239667240914475,0.69336197842535507,0.0044417646087589729,-1.3182322956524457,0.074330597242961413,0.01756759627992812,1.1135939079459796,0.36205046831358695
ENSG00000068697,LAPTM4A,0.24923995139149704,-1.1156506243954991,1.4713844433685833e-05,0.60090729778496399,1.0986422313702935,3.4472504734177262e-05,0.40112678172502547,0.077537781836193753,1.0
ENSG00000055917,PUM2,0.088011672333070501,-0.52830468510004325,0.12979104175404521,0.13959831627528202,0.63316899602186538,0.057126483822762197,0.098085745896265342,-0.11329684336205847,1.0
ENSG00000143878,RHOB,0.065250032936586752,-3.4425736292032534,5.7325243413026596e-36,0.90992720699433827,3.1097090368570361,3.0912113621740104e-33,0.25912204512893977,-0.55181322727485882,0.63654171235048573
ENSG00000118960,HS1BP3,0.032245655811685314,-0.33545988471794441,0.55241305774206784,0.041879494882584606,0.33281939552648243,0.54727902532075823,0.038063125273177595,0.12956754415372007,1.0
ENSG00000269976,RP11-130L8.2,0.00037936065660806249,0.77743417168798956,1.0,0.0,0.074085127126313211,1.0,0.0,1.6226075554338362,1.0
ENSG00000270100,RP11-130L8.1,0.0011380819698241875,-0.54449392319937218,0.89683993201398393,0.0012690756025025638,0.074085127126313211,1.0,0.0029279327133213537,1.6226075554338371,0.74469692203517668
ENSG00000118961,LDAH,0.028452049245604686,0.35293634316007871,0.58577343471165044,0.016497982832533328,-0.81488356048494204,0.13484406025583195,0.03513519255985624,0.59403840323706625,0.68259584335476442
ENSG00000119771,KLHL29,0.0034142459094725626,3.0993622665753513,0.049292768818121571,0.0,-2.2478429677610485,0.26028155491416066,0.0,-0.69932053945352557,1.0
ENSG00000283031,RP11-557N21.1,0.0011380819698241875,0.19247167096683349,1.0,0.0,-1.5108773735948429,0.39831520725945424,0.0029279327133213537,2.2075700561549931,0.56241230562708111
