Gene
1,ENSG00000271978
2,ENSG00000254127
3,ENSG00000262692
4,ENSG00000162998
5,ENSG00000238184
6,ENSG00000241135
7,ENSG00000273493
8,ENSG00000152154
9,ENSG00000152078
10,ENSG00000100156
11,ENSG00000197748
12,ENSG00000154277
13,ENSG00000164411
14,ENSG00000168477
15,ENSG00000261611
16,ENSG00000211813
17,ENSG00000282917
18,ENSG00000273269
19,ENSG00000253291
20,ENSG00000274492
21,ENSG00000250410
22,ENSG00000186871
23,ENSG00000137252
24,ENSG00000257654
25,ENSG00000270394
26,ENSG00000132677
27,ENSG00000156689
28,ENSG00000250264
29,ENSG00000143839
30,ENSG00000137699
31,ENSG00000138615
32,ENSG00000230105
33,ENSG00000102104
34,ENSG00000257660
35,ENSG00000271815
36,ENSG00000267219
37,ENSG00000264707
38,ENSG00000250641
39,ENSG00000263280
40,ENSG00000095539
41,ENSG00000269288
42,ENSG00000257446
43,ENSG00000104055
44,ENSG00000276384
45,ENSG00000229751
46,ENSG00000204366
47,ENSG00000162374
48,ENSG00000243137
49,ENSG00000268658
50,ENSG00000145861
51,ENSG00000267345
52,ENSG00000258947
53,ENSG00000251380
54,ENSG00000159784
55,ENSG00000158488
56,ENSG00000113209
57,ENSG00000204764
58,ENSG00000183166
59,ENSG00000204682
60,ENSG00000178531
61,ENSG00000274267
62,ENSG00000182636
63,ENSG00000261063
64,ENSG00000227014
65,ENSG00000183856
66,ENSG00000204071
67,ENSG00000170439
68,ENSG00000112414
69,ENSG00000143318
70,ENSG00000248475
71,ENSG00000260205
72,ENSG00000253819
73,ENSG00000071909
74,ENSG00000166211
75,ENSG00000165304
76,ENSG00000260420
77,ENSG00000134369
78,ENSG00000244300
79,ENSG00000266604
80,ENSG00000142661
81,ENSG00000234690
82,ENSG00000184185
83,ENSG00000153002
84,ENSG00000235244
85,ENSG00000135409
86,ENSG00000151838
87,ENSG00000273026
88,ENSG00000158104
89,ENSG00000267550
90,ENSG00000099864
91,ENSG00000163884
92,ENSG00000267980
93,ENSG00000227214
94,ENSG00000225235
95,ENSG00000144908
96,ENSG00000185052
97,ENSG00000228651
98,ENSG00000251399
99,ENSG00000102230
100,ENSG00000273123
101,ENSG00000155792
102,ENSG00000260111
103,ENSG00000163354
104,ENSG00000073067
105,ENSG00000140623
106,ENSG00000143217
107,ENSG00000224164
108,ENSG00000236469
109,ENSG00000178718
110,ENSG00000229656
111,ENSG00000174233
112,ENSG00000176732
113,ENSG00000254340
114,ENSG00000237541
115,ENSG00000146839
116,ENSG00000273014
117,ENSG00000151917
118,ENSG00000263724
119,ENSG00000182264
120,ENSG00000159556
121,ENSG00000174371
122,ENSG00000148680
123,ENSG00000178175
124,ENSG00000100095
125,ENSG00000131969
126,ENSG00000254900
127,ENSG00000211652
128,ENSG00000105371
129,ENSG00000155962
130,ENSG00000260314
131,ENSG00000165152
132,ENSG00000258545
133,ENSG00000150628
134,ENSG00000087077
135,ENSG00000269974
136,ENSG00000266921
137,ENSG00000237980
138,ENSG00000176771
139,ENSG00000175356
140,ENSG00000228060
141,ENSG00000073754
142,ENSG00000261687
143,ENSG00000228526
144,ENSG00000256813
145,ENSG00000163933
146,ENSG00000090889
147,ENSG00000169184
148,ENSG00000006042
149,ENSG00000259823
150,ENSG00000152467
151,ENSG00000254343
152,ENSG00000165966
153,ENSG00000250361
154,ENSG00000233101
155,ENSG00000184194
156,ENSG00000189157
157,ENSG00000196218
158,ENSG00000165795
159,ENSG00000100433
160,ENSG00000102174
161,ENSG00000228614
162,ENSG00000271208
163,ENSG00000223911
164,ENSG00000231412
165,ENSG00000129048
166,ENSG00000231505
167,ENSG00000253298
168,ENSG00000273300
169,ENSG00000198795
170,ENSG00000254762
171,ENSG00000049089
